system_1,system_2,refined_states,abstract_states,simulation_pairs,check_time_ms,check_time_s,memory_usage_bytes,memory_usage_kb,equivalent
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_23.xml,168,168,240,0,0,1920,1.875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_24.xml,175,175,250,0,0,2000,1.95312,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_25.xml,182,182,260,0,0,2080,2.03125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_26.xml,189,189,270,0,0,2160,2.10938,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_27.xml,196,196,280,0,0,2240,2.1875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_28.xml,203,203,290,0,0,2320,2.26562,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_29.xml,210,210,300,0,0,2400,2.34375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_30.xml,217,217,310,0,0,2480,2.42188,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_31.xml,224,224,320,0,0,2560,2.5,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_32.xml,231,231,330,0,0,2640,2.57812,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_33.xml,238,238,340,0,0,2720,2.65625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_34.xml,245,245,350,0,0,2800,2.73438,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_35.xml,252,252,360,0,0,2880,2.8125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_36.xml,259,259,370,0,0,2960,2.89062,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_37.xml,266,266,380,0,0,3040,2.96875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_38.xml,273,273,390,0,0,3120,3.04688,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_39.xml,280,280,400,0,0,3200,3.125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_40.xml,287,287,410,0,0,3280,3.20312,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_41.xml,294,294,420,0,0,3360,3.28125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_42.xml,301,301,430,0,0,3440,3.35938,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_43.xml,308,308,440,0,0,3520,3.4375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_44.xml,315,315,450,0,0,3600,3.51562,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_45.xml,322,322,460,0,0,3680,3.59375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_46.xml,329,329,470,0,0,3760,3.67188,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_47.xml,336,336,480,0,0,3840,3.75,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_48.xml,343,343,490,0,0,3920,3.82812,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_49.xml,350,350,500,0,0,4000,3.90625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_50.xml,357,357,510,0,0,4080,3.98438,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_51.xml,364,364,520,0,0,4160,4.0625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_52.xml,371,371,530,0,0,4240,4.14062,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_53.xml,378,378,540,0,0,4320,4.21875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_54.xml,385,385,550,0,0,4400,4.29688,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_55.xml,392,392,560,0,0,4480,4.375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_56.xml,399,399,570,0,0,4560,4.45312,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_57.xml,406,406,580,0,0,4640,4.53125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_58.xml,413,413,590,0,0,4720,4.60938,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_59.xml,420,420,600,0,0,4800,4.6875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_60.xml,427,427,610,0,0,4880,4.76562,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_61.xml,434,434,620,0,0,4960,4.84375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_62.xml,441,441,630,0,0,5040,4.92188,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_63.xml,448,448,640,0,0,5120,5,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_64.xml,455,455,650,0,0,5200,5.07812,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_65.xml,462,462,660,0,0,5280,5.15625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_66.xml,469,469,670,0,0,5360,5.23438,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_67.xml,476,476,680,0,0,5440,5.3125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_68.xml,483,483,690,0,0,5520,5.39062,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_69.xml,490,490,700,0,0,5600,5.46875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_70.xml,497,497,710,0,0,5680,5.54688,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_71.xml,504,504,720,0,0,5760,5.625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_72.xml,511,511,730,0,0,5840,5.70312,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_73.xml,518,518,740,0,0,5920,5.78125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_74.xml,525,525,750,0,0,6000,5.85938,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_75.xml,532,532,760,0,0,6080,5.9375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_76.xml,539,539,770,0,0,6160,6.01562,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_77.xml,546,546,780,0,0,6240,6.09375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_78.xml,553,553,790,0,0,6320,6.17188,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_79.xml,560,560,800,0,0,6400,6.25,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_80.xml,567,567,810,0,0,6480,6.32812,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_81.xml,574,574,820,0,0,6560,6.40625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_82.xml,581,581,830,0,0,6640,6.48438,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_83.xml,588,588,840,0,0,6720,6.5625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_84.xml,595,595,850,0,0,6800,6.64062,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_85.xml,602,602,860,0,0,6880,6.71875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_86.xml,609,609,870,0,0,6960,6.79688,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_87.xml,616,616,880,0,0,7040,6.875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_88.xml,623,623,890,0,0,7120,6.95312,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_89.xml,630,630,900,0,0,7200,7.03125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_90.xml,637,637,910,0,0,7280,7.10938,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_91.xml,644,644,920,0,0,7360,7.1875,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_92.xml,651,651,930,0,0,7440,7.26562,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_93.xml,658,658,940,0,0,7520,7.34375,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_94.xml,665,665,950,0,0,7600,7.42188,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_95.xml,672,672,960,0,0,7680,7.5,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_96.xml,679,679,970,0,0,7760,7.57812,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_97.xml,686,686,980,0,0,7840,7.65625,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_98.xml,693,693,990,0,0,7920,7.73438,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_99.xml,700,700,1000,0,0,8000,7.8125,,EQUIVALENT
/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V1.xml,/home/luca/Documents/TimedAutomata/assets/SprayingUseCase/analysis_100_1/V2_nob_100.xml,707,707,1010,0,0,8080,7.89062,,EQUIVALENT
TOTAL,TOTAL,36057,36057,51510,0,0,412080,402.422,,DIFFERENT
