model,monolithic_time_ms,nos_time_ms,mes_time_ms,ehs_time_ms,compositional_total_ms,speedup_factor,nos_aligned,mes_aligned,ehs_aligned,monolithic_aligned
CS7_Autopilot,16.9647,1.43565,3.49989,2.21346,7.14901,2.373,true,true,true,true
